id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,DecisionTree,RandomForest,VotingClassifierSoft
380725,Female,23,1,29.0,1,< 1 Year,No,31677.0,152.0,246,0,0,0,0
380726,Male,27,1,28.0,1,< 1 Year,No,30608.0,152.0,29,0,0,0,0
380727,Male,22,1,15.0,1,< 1 Year,No,28531.0,152.0,264,0,0,0,0
380728,Male,37,1,7.0,0,1-2 Year,Yes,30043.0,154.0,232,0,1,1,1
380729,Male,24,1,28.0,0,< 1 Year,Yes,2630.0,124.0,253,0,1,1,1
380730,Female,23,1,15.0,1,< 1 Year,No,20034.0,152.0,167,0,0,0,0
380731,Female,27,1,50.0,1,< 1 Year,No,49751.0,152.0,172,0,0,0,0
380732,Female,47,1,41.0,0,1-2 Year,Yes,33395.0,124.0,168,1,1,1,1
380733,Male,67,1,26.0,0,1-2 Year,Yes,22883.0,120.0,278,0,1,1,1
380734,Female,51,1,28.0,0,1-2 Year,Yes,69184.0,124.0,220,1,1,1,1
380735,Male,60,1,28.0,0,> 2 Years,Yes,53249.0,26.0,103,1,1,1,1
380736,Female,22,1,46.0,1,< 1 Year,Yes,26180.0,152.0,236,0,0,0,0
380737,Female,43,1,8.0,1,1-2 Year,No,49327.0,124.0,96,0,0,0,0
380738,Male,40,1,28.0,0,1-2 Year,Yes,25809.0,124.0,144,0,1,1,1
380739,Female,43,1,8.0,0,1-2 Year,Yes,43566.0,157.0,45,1,1,1,1
380740,Male,36,1,15.0,0,1-2 Year,Yes,39351.0,124.0,107,1,1,1,1
380741,Male,32,1,28.0,0,1-2 Year,Yes,49132.0,26.0,210,1,1,1,1
380742,Male,31,1,28.0,0,1-2 Year,Yes,32882.0,156.0,31,0,1,1,1
380743,Female,22,1,35.0,1,< 1 Year,Yes,2630.0,160.0,124,0,0,0,0
380744,Male,50,1,3.0,0,1-2 Year,Yes,27555.0,26.0,181,0,1,1,1
380745,Female,26,1,50.0,1,< 1 Year,No,36135.0,152.0,81,0,0,0,0
380746,Female,22,1,33.0,1,< 1 Year,No,48072.0,152.0,237,0,0,0,0
380747,Male,51,1,41.0,1,1-2 Year,No,2630.0,124.0,43,0,0,0,0
380748,Female,33,1,6.0,0,< 1 Year,Yes,33010.0,157.0,293,1,1,1,1
380749,Female,38,1,4.0,1,1-2 Year,No,38951.0,152.0,34,0,0,0,0
380750,Male,54,1,48.0,0,1-2 Year,Yes,2630.0,124.0,259,0,1,1,1
380751,Male,60,1,28.0,1,1-2 Year,No,38427.0,26.0,28,0,0,0,0
380752,Female,67,1,31.0,0,1-2 Year,Yes,2630.0,124.0,254,0,1,1,1
380753,Female,24,1,12.0,1,< 1 Year,No,56919.0,152.0,16,0,0,0,0
380754,Male,39,1,8.0,0,1-2 Year,Yes,26866.0,124.0,30,0,1,1,1
380755,Male,25,1,29.0,1,< 1 Year,No,48164.0,152.0,46,0,0,0,0
380756,Male,34,1,28.0,1,1-2 Year,Yes,47561.0,26.0,132,0,0,0,0
380757,Male,23,1,18.0,1,< 1 Year,No,25915.0,152.0,195,0,0,0,0
380758,Male,25,1,10.0,0,< 1 Year,Yes,27567.0,152.0,273,0,1,1,1
380759,Male,21,1,47.0,1,< 1 Year,No,20450.0,152.0,103,0,0,0,0
380760,Male,55,1,3.0,0,1-2 Year,Yes,2630.0,157.0,185,1,1,1,1
380761,Female,31,1,28.0,1,1-2 Year,No,34871.0,26.0,69,0,0,0,0
380762,Female,23,1,41.0,1,< 1 Year,No,65413.0,152.0,228,0,0,0,0
380763,Female,39,1,40.0,0,1-2 Year,Yes,2630.0,26.0,244,0,1,1,1
380764,Male,76,1,21.0,0,1-2 Year,Yes,35176.0,26.0,287,0,1,1,1
380765,Female,64,1,33.0,1,1-2 Year,No,34929.0,124.0,285,0,0,0,0
380766,Female,62,1,28.0,0,1-2 Year,Yes,2630.0,157.0,198,0,1,1,1
380767,Female,25,1,45.0,1,< 1 Year,No,30563.0,152.0,123,0,0,0,0
380768,Female,39,1,36.0,0,1-2 Year,Yes,32495.0,124.0,243,0,1,1,1
380769,Female,39,1,45.0,1,1-2 Year,No,29837.0,108.0,16,0,0,0,0
380770,Male,28,1,46.0,0,< 1 Year,No,36874.0,152.0,127,0,1,1,1
380771,Male,48,1,15.0,1,1-2 Year,No,40250.0,124.0,18,0,0,0,0
380772,Female,22,1,37.0,1,< 1 Year,No,48426.0,152.0,180,0,0,0,0
380773,Male,51,1,28.0,0,1-2 Year,Yes,32265.0,25.0,134,0,1,1,1
380774,Male,27,1,33.0,0,< 1 Year,Yes,28305.0,152.0,142,1,1,1,1
380775,Female,43,1,28.0,0,1-2 Year,Yes,45093.0,124.0,191,0,1,1,1
380776,Female,21,1,44.0,1,< 1 Year,No,25462.0,152.0,225,0,0,0,0
380777,Female,42,1,41.0,0,1-2 Year,Yes,25481.0,124.0,80,1,1,1,1
380778,Male,45,1,46.0,0,1-2 Year,Yes,27415.0,156.0,140,1,1,1,1
380779,Male,39,1,36.0,0,1-2 Year,Yes,33367.0,154.0,35,1,1,1,1
380780,Male,40,1,28.0,1,1-2 Year,No,44480.0,125.0,63,0,0,0,0
380781,Female,25,1,33.0,1,< 1 Year,No,25713.0,152.0,265,0,0,0,0
380782,Female,24,1,28.0,1,< 1 Year,No,29270.0,152.0,271,0,0,0,0
380783,Female,68,1,28.0,1,1-2 Year,Yes,47985.0,124.0,79,0,0,0,0
380784,Male,65,1,35.0,1,1-2 Year,No,28445.0,26.0,262,0,0,0,0
380785,Male,67,1,41.0,0,1-2 Year,Yes,48729.0,26.0,179,1,1,1,1
380786,Male,54,1,41.0,0,1-2 Year,Yes,2630.0,156.0,67,1,1,1,1
380787,Male,62,1,28.0,0,> 2 Years,Yes,2630.0,26.0,26,0,1,1,1
380788,Male,23,1,28.0,1,< 1 Year,No,52222.0,152.0,290,0,0,0,0
380789,Female,40,1,28.0,0,> 2 Years,Yes,39739.0,53.0,153,0,1,1,1
380790,Male,60,1,28.0,0,1-2 Year,Yes,36286.0,124.0,278,0,1,1,1
380791,Male,62,1,13.0,1,1-2 Year,No,2630.0,26.0,208,0,0,0,0
380792,Female,75,1,8.0,0,> 2 Years,Yes,25341.0,26.0,88,1,1,1,1
380793,Female,41,1,28.0,0,1-2 Year,Yes,37187.0,124.0,105,1,1,1,1
380794,Male,75,1,28.0,1,1-2 Year,No,35136.0,120.0,192,0,0,0,0
380795,Female,20,1,47.0,0,< 1 Year,Yes,23823.0,160.0,142,0,1,1,1
380796,Male,53,1,8.0,0,1-2 Year,Yes,37653.0,26.0,232,0,1,1,1
380797,Male,28,1,36.0,1,< 1 Year,No,35783.0,151.0,240,0,0,0,0
380798,Male,20,1,46.0,0,< 1 Year,Yes,48366.0,160.0,199,0,1,1,1
380799,Male,22,1,32.0,0,< 1 Year,Yes,35920.0,152.0,106,0,1,1,1
380800,Male,21,1,37.0,0,< 1 Year,Yes,39449.0,160.0,11,0,1,1,1
380801,Female,23,1,50.0,1,< 1 Year,No,31581.0,152.0,66,0,0,0,0
380802,Male,41,1,30.0,1,1-2 Year,No,28171.0,26.0,32,0,0,0,0
380803,Female,29,1,15.0,0,< 1 Year,Yes,44010.0,152.0,54,0,1,1,1
380804,Male,24,1,36.0,0,< 1 Year,Yes,39320.0,152.0,254,0,1,1,1
380805,Female,27,1,39.0,1,< 1 Year,No,2630.0,160.0,120,0,0,0,0
380806,Male,44,1,41.0,0,1-2 Year,Yes,34422.0,12.0,23,0,1,1,1
380807,Female,64,1,28.0,0,1-2 Year,Yes,49076.0,124.0,42,0,1,1,1
380808,Female,46,1,27.0,0,1-2 Year,Yes,34480.0,154.0,82,1,1,1,1
380809,Male,45,1,28.0,0,1-2 Year,Yes,37994.0,26.0,99,0,1,1,1
380810,Female,21,1,2.0,0,< 1 Year,Yes,29589.0,160.0,240,0,1,1,1
380811,Male,21,1,3.0,0,< 1 Year,Yes,29977.0,160.0,72,0,1,1,1
380812,Male,44,1,8.0,0,1-2 Year,Yes,51608.0,124.0,276,0,1,1,1
380813,Male,30,1,28.0,0,< 1 Year,Yes,2630.0,154.0,280,1,1,1,1
380814,Female,77,1,15.0,0,1-2 Year,Yes,39410.0,122.0,179,0,1,1,1
380815,Male,21,1,9.0,0,< 1 Year,Yes,44013.0,152.0,234,0,1,1,1
380816,Female,32,1,28.0,1,< 1 Year,No,91305.0,152.0,183,0,0,0,0
380817,Female,25,1,33.0,1,< 1 Year,No,35358.0,152.0,287,0,0,0,0
380818,Female,35,1,8.0,1,1-2 Year,No,41240.0,124.0,256,0,0,0,0
380819,Male,26,1,30.0,1,< 1 Year,No,26196.0,152.0,189,0,0,0,0
380820,Male,40,1,28.0,0,1-2 Year,Yes,23565.0,26.0,221,0,1,1,1
380821,Male,24,1,6.0,1,< 1 Year,No,26544.0,152.0,188,0,0,0,0
380822,Male,23,1,13.0,1,< 1 Year,No,19877.0,26.0,209,0,0,0,0
380823,Female,39,1,28.0,0,1-2 Year,Yes,35461.0,124.0,26,1,1,1,1
380824,Female,25,1,32.0,1,< 1 Year,No,23052.0,152.0,50,0,0,0,0
380825,Female,22,1,46.0,0,< 1 Year,Yes,30070.0,152.0,231,0,1,1,1
380826,Male,47,1,28.0,0,1-2 Year,Yes,43545.0,26.0,282,0,1,1,1
380827,Female,25,1,36.0,1,< 1 Year,No,37218.0,152.0,276,0,0,0,0
380828,Male,61,1,7.0,0,1-2 Year,Yes,45622.0,124.0,252,1,1,1,1
380829,Male,45,1,45.0,0,1-2 Year,Yes,2630.0,124.0,33,1,1,1,1
380830,Male,23,1,28.0,1,< 1 Year,Yes,36042.0,158.0,119,0,0,0,0
380831,Male,41,1,28.0,0,1-2 Year,Yes,52874.0,26.0,233,0,1,1,1
380832,Male,41,1,6.0,1,1-2 Year,No,2630.0,156.0,49,0,0,0,0
380833,Female,22,1,46.0,1,< 1 Year,No,27414.0,152.0,241,0,0,0,0
380834,Male,38,1,13.0,0,1-2 Year,Yes,35256.0,124.0,225,0,1,1,1
380835,Male,75,1,8.0,0,> 2 Years,Yes,2630.0,157.0,240,1,1,1,1
380836,Male,50,1,28.0,0,1-2 Year,Yes,33327.0,26.0,131,0,1,1,1
380837,Male,44,1,41.0,0,1-2 Year,Yes,2630.0,124.0,45,1,1,1,1
380838,Female,45,1,28.0,0,1-2 Year,Yes,24817.0,124.0,219,0,1,1,1
380839,Female,41,1,7.0,0,1-2 Year,Yes,2630.0,124.0,61,0,1,1,1
380840,Female,28,1,13.0,1,< 1 Year,No,36209.0,152.0,243,0,0,0,0
380841,Female,40,1,28.0,0,1-2 Year,Yes,34103.0,124.0,101,0,1,1,1
380842,Female,57,1,28.0,0,1-2 Year,Yes,38331.0,124.0,138,0,1,1,1
380843,Male,42,1,28.0,1,1-2 Year,No,43076.0,156.0,12,0,0,0,0
380844,Male,24,1,2.0,1,< 1 Year,No,23426.0,152.0,278,0,0,0,0
380845,Female,51,1,23.0,0,1-2 Year,Yes,2630.0,26.0,194,0,1,1,1
380846,Male,47,1,28.0,0,1-2 Year,Yes,29603.0,26.0,55,0,1,1,1
380847,Female,55,1,28.0,0,1-2 Year,Yes,33060.0,55.0,106,0,1,1,1
380848,Male,28,1,31.0,0,< 1 Year,No,2630.0,152.0,266,0,1,1,1
380849,Male,59,1,28.0,1,1-2 Year,No,36342.0,124.0,172,0,0,0,0
380850,Male,22,1,50.0,1,< 1 Year,No,38208.0,152.0,58,0,0,0,0
380851,Male,38,1,29.0,0,1-2 Year,Yes,27275.0,154.0,131,0,1,1,1
380852,Male,57,1,3.0,0,1-2 Year,Yes,23358.0,124.0,72,0,1,1,1
380853,Female,24,1,8.0,1,< 1 Year,No,39640.0,152.0,101,0,0,0,0
380854,Female,45,1,28.0,1,1-2 Year,No,34889.0,124.0,211,0,0,0,0
380855,Male,24,1,41.0,1,< 1 Year,No,33130.0,152.0,216,0,0,0,0
380856,Female,24,1,9.0,1,1-2 Year,No,32905.0,163.0,55,0,0,0,0
380857,Female,33,1,28.0,0,1-2 Year,Yes,2630.0,158.0,206,0,1,1,1
380858,Male,42,1,39.0,1,1-2 Year,No,2630.0,26.0,90,0,0,0,0
380859,Female,21,1,46.0,1,< 1 Year,No,40710.0,160.0,95,0,0,0,0
380860,Female,27,1,12.0,1,< 1 Year,No,41709.0,152.0,12,0,0,0,0
380861,Female,64,1,28.0,0,1-2 Year,Yes,71661.0,26.0,29,0,1,1,1
380862,Male,25,1,11.0,1,1-2 Year,No,33965.0,154.0,121,0,0,0,0
380863,Male,45,1,8.0,0,1-2 Year,Yes,35082.0,124.0,232,1,1,1,1
380864,Male,71,1,28.0,0,> 2 Years,Yes,45176.0,26.0,16,1,1,1,1
380865,Male,53,1,8.0,0,1-2 Year,No,37839.0,124.0,253,0,1,1,1
380866,Female,34,1,3.0,1,1-2 Year,No,23790.0,7.0,252,0,0,0,0
380867,Female,43,1,27.0,0,1-2 Year,Yes,26127.0,124.0,281,0,1,1,1
380868,Male,44,1,28.0,0,1-2 Year,Yes,21930.0,122.0,15,0,1,1,1
380869,Male,51,1,8.0,0,> 2 Years,Yes,41351.0,124.0,214,1,1,1,1
380870,Female,31,1,41.0,0,< 1 Year,Yes,26028.0,124.0,43,1,1,1,1
380871,Male,61,1,28.0,1,1-2 Year,No,46006.0,120.0,211,0,0,0,0
380872,Female,35,1,29.0,0,1-2 Year,Yes,30874.0,26.0,202,0,1,1,1
380873,Female,38,1,41.0,1,1-2 Year,No,20190.0,124.0,11,0,0,0,0
380874,Female,25,1,7.0,0,< 1 Year,Yes,36115.0,152.0,72,0,1,1,1
380875,Male,46,1,28.0,1,1-2 Year,No,47411.0,26.0,77,0,0,0,0
380876,Male,44,1,28.0,1,1-2 Year,No,32351.0,26.0,56,0,0,0,0
380877,Male,20,1,24.0,1,< 1 Year,No,2630.0,160.0,99,0,0,0,0
380878,Male,23,1,6.0,1,< 1 Year,No,18692.0,152.0,208,0,0,0,0
380879,Female,46,1,46.0,0,1-2 Year,Yes,29058.0,26.0,102,0,1,1,1
380880,Female,49,1,28.0,0,1-2 Year,Yes,23448.0,26.0,100,0,1,1,1
380881,Male,24,1,21.0,1,< 1 Year,No,2630.0,152.0,192,0,0,0,0
380882,Female,67,1,45.0,0,1-2 Year,Yes,31282.0,26.0,136,0,1,1,1
380883,Male,51,1,46.0,1,1-2 Year,No,27124.0,11.0,243,0,0,0,0
380884,Male,22,1,28.0,0,< 1 Year,Yes,35894.0,160.0,162,0,1,1,1
380885,Male,72,1,28.0,0,1-2 Year,Yes,44208.0,26.0,51,0,1,1,1
380886,Male,23,1,32.0,1,< 1 Year,No,33733.0,152.0,283,0,0,0,0
380887,Female,25,1,11.0,1,< 1 Year,No,33238.0,152.0,19,0,0,0,0
380888,Male,46,1,46.0,0,< 1 Year,Yes,37431.0,26.0,235,1,1,1,1
380889,Female,61,1,28.0,1,1-2 Year,No,37060.0,124.0,85,0,0,0,0
380890,Male,21,1,8.0,1,< 1 Year,No,34558.0,160.0,297,0,0,0,0
380891,Male,54,1,33.0,1,1-2 Year,No,32430.0,26.0,245,0,0,0,0
380892,Female,43,1,7.0,0,1-2 Year,Yes,2630.0,26.0,205,0,1,1,1
380893,Female,32,1,36.0,1,< 1 Year,No,38399.0,152.0,42,0,0,0,0
380894,Male,26,1,15.0,1,< 1 Year,No,30150.0,152.0,170,0,0,0,0
380895,Female,21,1,31.0,1,< 1 Year,No,2630.0,160.0,282,0,0,0,0
380896,Male,33,1,29.0,0,< 1 Year,Yes,41552.0,124.0,296,0,1,1,1
380897,Male,28,1,45.0,0,1-2 Year,Yes,23876.0,124.0,231,1,1,1,1
380898,Female,43,1,19.0,0,1-2 Year,No,32082.0,26.0,158,0,1,1,1
380899,Male,44,1,8.0,0,1-2 Year,Yes,24251.0,124.0,94,1,1,1,1
380900,Female,24,1,8.0,0,< 1 Year,No,53481.0,152.0,43,0,1,1,1
380901,Male,23,1,25.0,0,< 1 Year,Yes,35785.0,160.0,121,0,1,1,1
380902,Female,49,1,45.0,0,1-2 Year,Yes,29731.0,122.0,297,0,1,1,1
380903,Male,31,1,21.0,1,< 1 Year,No,18317.0,152.0,51,0,0,0,0
380904,Male,34,1,28.0,1,1-2 Year,No,44331.0,26.0,189,0,0,0,0
380905,Male,69,1,46.0,1,1-2 Year,No,22812.0,26.0,229,0,0,0,0
380906,Female,21,1,11.0,0,< 1 Year,Yes,17005.0,160.0,15,0,1,1,1
380907,Female,73,1,28.0,1,1-2 Year,No,44055.0,26.0,58,0,0,0,0
380908,Female,22,1,22.0,0,< 1 Year,Yes,38378.0,152.0,49,0,1,1,1
380909,Male,43,1,8.0,0,1-2 Year,Yes,32539.0,124.0,208,1,1,1,1
380910,Male,52,1,29.0,0,1-2 Year,Yes,22367.0,26.0,40,1,1,1,1
380911,Male,23,1,41.0,1,< 1 Year,No,41931.0,152.0,228,0,0,0,0
380912,Female,26,1,26.0,0,< 1 Year,Yes,33636.0,163.0,185,0,1,1,1
380913,Female,47,1,8.0,0,1-2 Year,Yes,28532.0,8.0,261,0,1,1,1
380914,Female,26,1,30.0,1,< 1 Year,No,34351.0,152.0,47,0,0,0,0
380915,Male,23,1,11.0,1,< 1 Year,No,2630.0,152.0,145,0,0,0,0
380916,Female,21,1,43.0,1,< 1 Year,No,49513.0,160.0,54,0,0,0,0
380917,Male,21,1,15.0,0,< 1 Year,No,23512.0,152.0,201,0,1,1,1
380918,Male,68,0,31.0,0,1-2 Year,Yes,2630.0,98.0,272,0,1,1,1
380919,Male,48,1,46.0,1,1-2 Year,Yes,23914.0,26.0,195,0,0,0,0
380920,Male,48,1,28.0,0,1-2 Year,Yes,57137.0,124.0,293,1,1,1,1
380921,Male,44,1,50.0,0,1-2 Year,Yes,25045.0,124.0,200,0,1,1,1
380922,Male,23,1,46.0,1,< 1 Year,No,36276.0,152.0,201,0,0,0,0
380923,Male,24,1,30.0,1,< 1 Year,No,2630.0,152.0,218,0,0,0,0
380924,Female,44,1,11.0,1,1-2 Year,No,34829.0,124.0,198,0,0,0,0
380925,Male,57,1,46.0,0,1-2 Year,Yes,2630.0,124.0,265,0,1,1,1
380926,Male,74,1,28.0,1,1-2 Year,No,33009.0,26.0,207,0,0,0,0
380927,Male,22,1,8.0,0,< 1 Year,Yes,37390.0,152.0,68,0,1,1,1
380928,Female,25,1,8.0,1,< 1 Year,No,22989.0,152.0,89,0,0,0,0
380929,Male,74,1,28.0,0,> 2 Years,Yes,32885.0,61.0,291,0,1,1,1
380930,Male,25,1,36.0,0,< 1 Year,Yes,28976.0,124.0,274,0,1,1,1
380931,Female,29,1,41.0,1,< 1 Year,No,20404.0,152.0,225,0,0,0,0
380932,Female,26,1,30.0,1,< 1 Year,No,45476.0,152.0,90,0,0,0,0
380933,Female,23,1,46.0,1,< 1 Year,No,20455.0,152.0,149,0,0,0,0
380934,Female,77,1,3.0,1,1-2 Year,No,34135.0,26.0,114,0,0,0,0
380935,Female,47,1,28.0,0,1-2 Year,Yes,55826.0,26.0,17,1,1,1,1
380936,Male,60,1,24.0,0,1-2 Year,Yes,35996.0,26.0,259,0,1,1,1
380937,Male,53,1,41.0,0,1-2 Year,Yes,41649.0,26.0,227,0,1,1,1
380938,Male,50,1,11.0,0,1-2 Year,Yes,42856.0,26.0,148,0,1,1,1
380939,Male,24,1,46.0,1,< 1 Year,No,36767.0,152.0,228,0,0,0,0
380940,Male,47,1,28.0,0,1-2 Year,No,40833.0,124.0,295,0,1,1,1
380941,Female,28,1,28.0,0,< 1 Year,Yes,61419.0,122.0,90,0,1,1,1
380942,Male,60,1,8.0,1,1-2 Year,Yes,2630.0,30.0,186,0,0,0,0
380943,Female,32,1,28.0,0,< 1 Year,Yes,28909.0,124.0,38,0,1,1,1
380944,Male,49,1,33.0,0,1-2 Year,Yes,2630.0,124.0,78,0,1,1,1
380945,Female,22,1,15.0,1,< 1 Year,Yes,22344.0,152.0,190,0,0,0,0
380946,Male,23,1,32.0,0,< 1 Year,Yes,25567.0,152.0,284,1,1,1,1
380947,Female,69,1,45.0,1,1-2 Year,No,2630.0,26.0,91,0,0,0,0
380948,Female,54,1,23.0,0,1-2 Year,Yes,34353.0,26.0,119,1,1,1,1
380949,Female,25,1,8.0,1,< 1 Year,No,31127.0,152.0,244,0,0,0,0
380950,Female,50,1,28.0,0,1-2 Year,Yes,2630.0,156.0,156,0,1,1,1
380951,Male,79,1,8.0,0,1-2 Year,Yes,54437.0,7.0,48,0,1,1,1
380952,Female,40,1,6.0,1,1-2 Year,No,41095.0,26.0,157,0,0,0,0
380953,Female,45,1,28.0,1,1-2 Year,No,46207.0,26.0,257,0,0,0,0
380954,Male,62,1,2.0,1,1-2 Year,No,34107.0,124.0,295,0,0,0,0
380955,Male,55,1,33.0,0,1-2 Year,Yes,22604.0,124.0,165,1,1,1,1
380956,Male,48,1,41.0,0,1-2 Year,Yes,28951.0,124.0,105,1,1,1,1
380957,Female,25,1,35.0,0,< 1 Year,Yes,2630.0,152.0,110,0,1,1,1
380958,Male,36,1,8.0,0,1-2 Year,Yes,34745.0,26.0,171,0,1,1,1
380959,Male,55,1,8.0,1,1-2 Year,No,2630.0,7.0,47,0,0,0,0
380960,Male,25,1,8.0,1,< 1 Year,No,61909.0,152.0,161,0,0,0,0
380961,Female,24,1,14.0,0,< 1 Year,Yes,13345.0,152.0,172,0,1,1,1
380962,Female,43,1,28.0,0,1-2 Year,Yes,37937.0,122.0,28,0,1,1,1
380963,Female,77,1,28.0,0,1-2 Year,Yes,21626.0,124.0,175,1,1,1,1
380964,Male,69,1,28.0,1,1-2 Year,Yes,2630.0,30.0,55,0,0,0,0
380965,Female,36,1,29.0,1,1-2 Year,No,37962.0,124.0,200,0,0,0,0
380966,Male,44,1,28.0,0,1-2 Year,Yes,36504.0,124.0,18,0,1,1,1
380967,Male,52,1,28.0,0,> 2 Years,Yes,52740.0,124.0,271,1,1,1,1
380968,Female,25,1,41.0,1,< 1 Year,No,29611.0,152.0,271,0,0,0,0
380969,Male,24,1,36.0,0,< 1 Year,Yes,2630.0,152.0,82,0,1,1,1
380970,Male,50,1,8.0,0,1-2 Year,Yes,43214.0,7.0,48,1,1,1,1
380971,Male,70,1,11.0,1,1-2 Year,No,2630.0,124.0,292,0,0,0,0
380972,Male,22,1,7.0,1,< 1 Year,No,38222.0,152.0,17,0,0,0,0
380973,Male,48,1,32.0,0,1-2 Year,Yes,2630.0,163.0,44,0,1,1,1
380974,Male,48,1,41.0,0,1-2 Year,Yes,37258.0,124.0,195,0,1,1,1
380975,Male,22,1,28.0,1,< 1 Year,No,29409.0,152.0,56,0,0,0,0
380976,Female,46,1,50.0,1,1-2 Year,No,38501.0,18.0,92,0,0,0,0
380977,Female,53,1,28.0,1,1-2 Year,No,57013.0,26.0,193,0,0,0,0
380978,Male,36,1,12.0,0,1-2 Year,Yes,30703.0,122.0,32,0,1,1,1
380979,Female,30,1,28.0,1,< 1 Year,No,52469.0,152.0,131,0,0,0,0
380980,Female,41,1,38.0,0,1-2 Year,Yes,27457.0,124.0,155,0,1,1,1
380981,Female,51,1,33.0,0,1-2 Year,Yes,30610.0,26.0,281,0,1,1,1
380982,Female,49,1,28.0,0,1-2 Year,Yes,60526.0,24.0,222,0,1,1,1
380983,Female,25,1,45.0,1,< 1 Year,No,20706.0,152.0,135,0,0,0,0
380984,Female,42,1,28.0,1,1-2 Year,No,23553.0,124.0,275,0,0,0,0
380985,Female,70,1,28.0,0,> 2 Years,Yes,25685.0,23.0,292,0,1,1,1
380986,Female,35,1,23.0,1,1-2 Year,No,35828.0,26.0,125,0,0,0,0
380987,Female,22,1,37.0,0,< 1 Year,Yes,29981.0,152.0,177,0,1,1,1
380988,Male,28,1,47.0,0,1-2 Year,Yes,24961.0,154.0,164,1,1,1,1
380989,Female,28,1,45.0,0,< 1 Year,No,29769.0,152.0,279,0,1,1,1
380990,Male,22,1,41.0,0,< 1 Year,Yes,38466.0,152.0,43,0,1,1,1
380991,Male,53,1,47.0,0,1-2 Year,Yes,38392.0,124.0,82,0,1,1,1
380992,Male,74,1,8.0,0,1-2 Year,Yes,32908.0,26.0,160,0,1,1,1
380993,Male,76,1,43.0,0,1-2 Year,Yes,27309.0,124.0,17,0,1,1,1
380994,Male,63,1,28.0,0,> 2 Years,Yes,2630.0,124.0,61,0,1,1,1
380995,Male,46,1,28.0,0,1-2 Year,Yes,24758.0,26.0,139,0,1,1,1
380996,Male,46,1,28.0,0,1-2 Year,Yes,51660.0,124.0,227,0,1,1,1
380997,Female,28,1,50.0,1,< 1 Year,No,26431.0,152.0,43,0,0,0,0
380998,Female,34,1,41.0,0,1-2 Year,Yes,2630.0,124.0,208,1,1,1,1
380999,Female,33,1,8.0,0,1-2 Year,Yes,101664.0,124.0,21,0,1,1,1
381000,Male,68,1,28.0,1,1-2 Year,No,53066.0,12.0,195,0,0,0,0
381001,Male,78,1,8.0,0,1-2 Year,Yes,28301.0,124.0,195,0,1,1,1
381002,Male,22,1,28.0,1,< 1 Year,No,2630.0,153.0,170,0,0,0,0
381003,Female,20,1,28.0,0,1-2 Year,Yes,38627.0,124.0,62,0,1,1,1
381004,Female,44,1,28.0,1,1-2 Year,No,24984.0,152.0,255,0,0,0,0
381005,Male,29,1,35.0,1,< 1 Year,No,2630.0,152.0,109,0,0,0,0
381006,Female,44,1,28.0,0,1-2 Year,Yes,40435.0,26.0,246,0,1,1,1
381007,Male,55,1,28.0,0,1-2 Year,Yes,2630.0,156.0,174,0,1,1,1
381008,Female,24,1,28.0,1,< 1 Year,No,36371.0,152.0,74,0,0,0,0
381009,Female,22,1,28.0,0,1-2 Year,Yes,49611.0,154.0,138,0,1,1,1
381010,Male,27,1,28.0,0,< 1 Year,Yes,52067.0,152.0,283,0,1,1,1
381011,Female,60,1,38.0,1,< 1 Year,Yes,2630.0,1.0,46,0,0,0,0
381012,Female,34,1,28.0,0,1-2 Year,Yes,34973.0,154.0,143,0,1,1,1
381013,Female,31,1,28.0,0,< 1 Year,Yes,39877.0,26.0,124,0,1,1,1
381014,Female,54,1,30.0,0,1-2 Year,Yes,26815.0,124.0,184,0,1,1,1
381015,Female,21,1,46.0,1,< 1 Year,No,61335.0,152.0,250,0,0,0,0
381016,Female,23,1,46.0,1,< 1 Year,No,19460.0,152.0,104,0,0,0,0
381017,Male,71,1,28.0,1,1-2 Year,No,47653.0,122.0,85,0,0,0,0
381018,Male,55,1,13.0,0,> 2 Years,Yes,29850.0,157.0,133,0,1,1,1
381019,Female,49,1,43.0,0,1-2 Year,Yes,39618.0,124.0,215,0,1,1,1
381020,Male,61,1,28.0,0,1-2 Year,Yes,22661.0,26.0,217,0,1,1,1
381021,Female,43,1,29.0,0,1-2 Year,Yes,28863.0,124.0,167,0,1,1,1
381022,Male,80,1,28.0,1,1-2 Year,No,35974.0,111.0,148,0,0,0,0
381023,Female,25,1,50.0,1,< 1 Year,No,2630.0,160.0,161,0,0,0,0
381024,Male,24,1,10.0,0,< 1 Year,Yes,29297.0,152.0,38,0,1,1,1
381025,Female,35,1,30.0,1,1-2 Year,No,29439.0,152.0,225,0,0,0,0
381026,Female,34,1,49.0,0,1-2 Year,Yes,2630.0,156.0,70,0,1,1,1
381027,Male,36,1,34.0,0,1-2 Year,Yes,31408.0,124.0,32,1,1,1,1
381028,Female,22,1,2.0,1,< 1 Year,No,32039.0,152.0,293,0,0,0,0
381029,Male,25,1,25.0,0,< 1 Year,Yes,21624.0,152.0,207,0,1,1,1
381030,Female,36,1,28.0,0,1-2 Year,Yes,53840.0,152.0,242,1,1,1,1
381031,Female,43,1,11.0,1,1-2 Year,No,31262.0,26.0,255,0,0,0,0
